일시,최저기온(°C),최고기온(°C),강수량,최대 풍속(m/s),최다풍향,평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),총거래물량(kg)
2023-05-02,3.0,23.7,0.0,3.6,320.0,4.2,57.6,997.9,59290.0
2023-05-03,8.7,25.9,0.0,4.2,140.0,5.9,51.8,995.7,82870.0
2023-05-04,10.7,23.7,0.0,4.9,180.0,11.5,68.3,990.6,78790.0
2023-05-05,14.8,18.0,63.2,1.4,50.0,16.7,100.0,981.0,33080.0
2023-05-06,9.2,18.1,52.3,3.6,160.0,12.1,97.3,982.9,13380.0
2023-05-08,2.0,21.4,0.3,3.7,180.0,4.2,65.9,991.2,73630.0
2023-05-09,4.4,25.1,0.3,7.5,290.0,4.4,54.3,990.7,63570.0
2023-05-10,7.0,25.3,0.3,4.7,320.0,4.9,51.9,991.6,70290.0
2023-05-11,7.1,23.7,0.3,3.6,160.0,6.9,61.6,994.6,71320.0
2023-05-12,7.5,23.6,0.3,3.1,340.0,7.5,60.1,992.1,57710.0
2023-05-13,9.7,24.2,0.0,3.5,160.0,9.4,66.5,987.7,13260.0
2023-05-15,8.0,26.7,0.0,3.5,320.0,9.3,62.6,984.2,101540.0
2023-05-16,11.4,31.8,0.0,5.6,160.0,12.1,62.1,986.4,71730.0
2023-05-17,10.6,31.0,0.0,4.8,290.0,9.2,48.1,988.5,62370.0
2023-05-18,14.7,21.7,0.0,5.1,160.0,12.9,74.8,987.5,55320.0
2023-05-19,11.8,22.9,0.0,2.7,320.0,12.7,75.0,985.5,44860.0
2023-05-20,9.6,27.2,0.0,7.1,320.0,12.7,68.5,985.8,4620.0
2023-05-22,12.3,21.5,0.0,4.7,320.0,9.8,63.5,983.8,80900.0
2023-05-23,8.3,24.4,0.5,5.3,320.0,7.6,66.1,986.1,60090.0
2023-05-24,7.1,25.1,0.5,3.1,320.0,7.4,60.5,990.5,46130.0
2023-05-25,11.3,26.8,0.5,4.0,320.0,8.2,50.3,991.2,54498.4
2023-05-26,14.7,27.2,0.0,4.6,290.0,10.9,54.6,993.4,25650.0
2023-05-27,14.8,22.2,0.8,2.3,320.0,16.3,85.9,993.5,13090.0
2023-05-29,17.9,22.0,21.9,1.9,140.0,19.3,98.6,986.7,18020.0
2023-05-30,13.0,23.9,21.9,4.0,320.0,15.1,82.1,987.3,28440.0
2023-05-31,10.5,25.9,21.9,3.4,320.0,9.7,61.3,987.5,40400.0
2023-06-01,12.6,25.1,21.9,2.8,160.0,13.4,71.8,982.3,41960.0
2023-06-02,17.1,27.2,21.9,6.0,290.0,15.0,67.4,977.4,29982.8
2023-06-03,14.2,27.0,21.9,6.1,290.0,11.0,57.6,983.0,21752.0
2023-06-05,13.1,26.5,21.9,7.1,320.0,11.7,56.5,986.0,37642.0
2023-06-06,16.1,27.7,21.9,6.7,320.0,13.0,60.3,982.2,31740.0
2023-06-07,17.7,26.0,21.9,7.4,320.0,15.3,70.0,984.2,34930.0
2023-06-08,15.8,28.6,24.6,7.6,320.0,15.8,77.6,980.5,35800.0
2023-06-09,15.7,27.4,0.1,5.7,290.0,13.3,65.5,979.8,30500.0
2023-06-10,15.1,28.3,1.5,4.7,140.0,15.4,75.1,981.7,6580.0
2023-06-12,17.3,27.0,6.5,3.7,290.0,17.8,87.3,981.4,43325.0
2023-06-13,15.3,25.2,38.4,5.8,20.0,16.7,87.6,980.2,28315.0
2023-06-14,13.6,26.0,8.9,4.7,290.0,15.3,81.0,981.9,36840.0
2023-06-15,13.3,23.0,11.2,6.1,140.0,15.8,92.8,984.8,23060.0
2023-06-16,14.4,29.2,11.2,5.7,290.0,16.6,75.3,988.2,30716.0
2023-06-17,15.8,31.5,11.2,5.4,290.0,16.6,64.9,987.3,6030.0
2023-06-19,18.2,31.2,11.2,3.7,160.0,17.0,67.1,983.7,38700.0
2023-06-20,16.1,25.2,0.0,2.2,320.0,15.9,75.1,982.5,42580.0
2023-06-21,16.3,20.8,51.2,2.5,320.0,18.7,99.8,978.1,17220.0
2023-06-22,17.9,26.4,3.8,6.7,320.0,17.5,81.6,979.1,22565.0
2023-06-23,15.4,29.0,3.8,2.8,160.0,18.0,79.1,985.5,20170.0
2023-06-24,17.7,29.8,3.8,2.9,160.0,18.6,75.9,990.4,6180.0
2023-06-26,18.9,22.6,85.8,2.9,50.0,20.8,99.4,984.7,32030.0
2023-06-27,21.5,28.7,26.7,7.7,320.0,20.2,78.6,984.5,22190.0
2023-06-28,19.4,28.8,0.7,6.1,110.0,20.3,80.6,984.0,29080.0
2023-06-29,20.3,23.7,122.0,2.5,160.0,22.5,99.8,978.3,28970.0
2023-06-30,21.8,24.2,94.8,2.8,140.0,22.6,100.0,977.2,17836.0
2023-07-01,21.0,30.1,94.8,2.9,160.0,22.0,86.9,981.9,5140.0
2023-07-03,20.0,31.8,94.8,2.6,290.0,20.9,79.0,982.7,30512.0
2023-07-04,21.0,26.5,42.1,2.5,110.0,22.0,94.6,978.5,32340.0
2023-07-05,19.8,26.8,42.5,8.8,290.0,20.2,82.8,971.4,15000.0
2023-07-06,18.2,31.3,42.5,3.8,160.0,20.0,79.1,979.1,31482.0
2023-07-07,17.9,24.6,30.9,3.2,140.0,18.8,91.0,980.2,29540.0
2023-07-08,18.3,27.8,2.6,2.4,160.0,21.3,88.9,979.5,2490.0
2023-07-10,19.8,30.1,30.4,2.9,160.0,21.9,90.5,980.9,30140.0
2023-07-11,20.3,24.3,17.7,2.4,160.0,22.4,99.0,982.1,44498.0
2023-07-12,20.9,29.4,0.3,2.8,340.0,22.7,91.8,981.9,37840.0
2023-07-13,21.8,24.8,45.2,1.9,70.0,23.4,100.0,981.8,56400.0
2023-07-14,22.7,24.6,123.3,4.6,160.0,23.6,100.0,976.0,27890.0
2023-07-15,20.2,23.5,161.6,3.7,110.0,21.9,100.0,978.4,33535.0
2023-07-17,22.0,30.5,4.3,4.2,70.0,23.6,93.4,988.0,44945.0
2023-07-18,21.6,24.6,21.3,2.8,140.0,22.7,99.9,987.4,66075.0
2023-07-19,19.6,30.7,21.3,3.0,320.0,22.3,86.9,983.4,28000.0
2023-07-20,20.9,32.1,21.3,4.2,290.0,22.3,83.1,985.1,84105.0
2023-07-21,20.6,32.1,21.3,5.2,160.0,22.7,85.3,988.9,118270.0
2023-07-22,21.0,29.6,21.3,3.0,140.0,21.0,81.0,990.1,54006.0
2023-07-24,22.7,29.3,17.6,3.4,140.0,23.7,92.9,985.5,117855.0
2023-07-25,22.5,29.4,3.4,3.6,160.0,23.5,94.0,989.4,60562.0
2023-07-26,22.3,28.7,54.7,6.2,140.0,23.3,97.0,991.6,91715.0
2023-07-27,21.5,30.6,54.7,2.2,140.0,24.0,92.9,991.0,108626.0
2023-07-28,22.3,32.9,54.7,3.4,180.0,24.1,86.9,990.6,87303.2
2023-07-29,22.5,33.4,54.7,3.3,160.0,23.9,84.3,990.7,30107.2
2023-07-31,22.7,32.5,1.1,5.8,320.0,23.9,86.3,988.9,140091.2
2023-08-01,21.7,32.9,1.1,2.7,320.0,22.6,79.9,987.3,89575.0
2023-08-02,22.2,33.6,1.1,3.5,320.0,23.5,80.8,984.2,102753.0
2023-08-03,21.9,33.4,1.1,6.9,320.0,23.0,78.3,982.5,101347.2
2023-08-04,22.8,33.8,1.1,4.9,290.0,23.7,81.4,980.7,75412.4
2023-08-05,22.7,34.7,1.1,4.0,290.0,23.3,76.9,977.0,16755.0
2023-08-07,23.1,34.6,0.0,4.4,160.0,24.0,88.4,976.9,155716.9
2023-08-08,23.2,33.8,0.0,4.4,140.0,22.9,78.0,979.6,109963.0
2023-08-09,22.9,29.4,23.6,3.3,320.0,23.0,91.1,980.3,153612.4
2023-08-10,20.3,24.1,108.8,7.3,160.0,21.5,99.0,970.4,121832.6
2023-08-11,20.5,29.8,0.6,4.4,180.0,22.1,90.6,977.3,39020.0
2023-08-12,21.1,28.7,0.1,4.5,320.0,21.7,87.9,980.6,28149.0
2023-08-14,21.1,31.7,0.4,2.7,340.0,22.3,84.9,982.7,101088.0
2023-08-15,21.2,32.7,0.4,3.8,50.0,21.7,79.9,980.9,61491.0
2023-08-16,20.1,31.0,0.0,3.0,180.0,21.7,80.4,980.3,74815.0
2023-08-17,22.3,28.9,0.0,2.6,140.0,22.6,88.6,982.1,60470.0
2023-08-18,21.9,32.2,2.8,4.7,320.0,22.9,87.6,983.9,69315.0
2023-08-19,23.5,31.7,3.0,2.6,160.0,24.1,88.9,986.3,49035.0
2023-08-21,22.5,31.8,1.5,2.6,320.0,23.6,89.5,985.2,153170.0
2023-08-22,22.2,31.5,1.5,2.4,340.0,23.4,85.9,982.0,88570.0
2023-08-23,23.0,31.0,1.1,2.5,20.0,24.0,90.3,982.5,117350.0
2023-08-24,21.9,23.8,61.1,2.8,320.0,22.6,100.0,983.4,104880.0
2023-08-25,21.0,29.9,10.1,6.3,320.0,21.0,81.4,983.4,44034.0
2023-08-26,18.1,30.5,10.1,3.0,160.0,20.1,83.9,985.6,42350.0
2023-08-28,20.9,28.0,0.0,2.8,290.0,21.0,84.3,985.0,131015.0
2023-08-29,22.5,25.8,37.5,2.4,110.0,23.6,98.0,983.1,122230.0
2023-08-30,20.0,24.2,65.5,5.6,290.0,21.3,98.8,985.0,104920.0
2023-08-31,18.7,26.2,1.7,4.0,160.0,19.9,87.9,986.4,51940.0
2023-09-01,16.5,28.2,1.7,2.6,160.0,18.3,86.0,987.7,106774.0
2023-09-02,15.6,29.4,1.7,3.0,320.0,18.4,78.5,988.5,85000.0
2023-09-04,20.4,30.9,0.0,2.4,320.0,21.4,80.9,988.8,233566.0
2023-09-05,19.7,30.1,0.0,2.7,320.0,20.5,83.9,988.2,121592.0
2023-09-06,17.7,30.3,0.0,2.9,320.0,18.1,76.9,988.6,159460.0
2023-09-07,12.8,29.4,0.0,3.4,320.0,14.4,71.8,991.2,160575.0
2023-09-08,13.3,28.4,0.0,2.9,320.0,15.8,78.0,989.5,140800.0
2023-09-09,16.6,28.4,0.0,2.6,140.0,17.9,81.3,987.8,67103.0
2023-09-11,17.2,29.3,0.0,2.7,290.0,19.3,84.9,985.7,185232.0
2023-09-12,19.1,30.0,0.0,2.9,320.0,20.1,84.0,986.9,144670.0
2023-09-13,19.9,24.4,38.0,2.8,320.0,21.4,98.0,987.5,140261.0
2023-09-14,19.2,24.9,17.5,1.9,160.0,20.3,94.6,989.2,115080.0
2023-09-15,19.7,23.1,9.0,2.0,290.0,20.8,98.9,990.6,162391.0
2023-09-16,20.7,25.7,15.9,2.5,290.0,21.9,97.8,989.0,88990.0
2023-09-18,19.2,28.9,0.6,4.4,320.0,21.0,89.3,988.4,161653.0
2023-09-19,17.9,27.6,0.6,5.0,290.0,18.5,78.9,989.8,120411.0
2023-09-20,18.6,21.7,102.0,2.3,320.0,19.5,99.4,987.1,180842.0
2023-09-21,15.9,21.3,0.2,3.6,320.0,17.0,91.6,986.8,131351.0
2023-09-22,14.2,24.1,0.2,2.7,290.0,15.0,83.8,991.6,132331.0
2023-09-23,12.3,25.7,0.2,4.1,320.0,13.6,79.9,996.0,110502.0
2023-09-25,15.3,24.8,8.9,2.5,320.0,16.4,82.6,993.0,151735.0
2023-09-26,17.9,19.2,39.9,1.2,290.0,18.7,100.0,989.8,57013.5
2023-09-27,18.8,22.2,1.7,5.6,290.0,20.1,99.5,987.1,36289.0
2023-09-28,17.2,25.5,1.7,5.7,290.0,17.1,77.4,988.8,2195.0
2023-10-02,7.1,22.6,2.2,4.5,290.0,8.8,76.4,993.7,11300.0
2023-10-03,8.3,19.4,2.2,2.7,320.0,10.8,88.0,993.8,69410.0
2023-10-04,7.1,22.2,1.6,6.6,290.0,10.8,81.0,989.1,65480.0
2023-10-05,7.9,17.9,1.6,7.9,290.0,3.8,55.0,990.2,92612.0
2023-10-06,4.5,20.1,1.6,2.7,320.0,6.7,73.5,994.1,125610.0
2023-10-07,7.2,20.6,0.0,3.0,320.0,10.4,82.1,998.1,54500.0
2023-10-09,7.8,22.2,0.0,4.3,320.0,11.2,81.5,994.9,162640.0
2023-10-10,9.4,22.5,0.0,5.0,320.0,10.3,74.0,995.8,177250.0
2023-10-11,5.9,21.5,0.0,3.2,320.0,8.6,77.9,1000.3,145750.0
2023-10-12,6.2,22.5,0.0,2.8,320.0,9.4,79.9,999.6,93415.0
2023-10-13,9.9,20.5,0.0,3.2,320.0,11.3,82.6,993.4,105840.0
2023-10-14,7.3,18.5,8.5,4.7,320.0,10.4,90.1,986.0,46265.0
2023-10-16,9.6,20.4,8.5,5.1,290.0,8.3,70.8,989.7,141230.0
2023-10-17,3.2,20.1,8.5,4.7,320.0,5.4,73.8,994.1,127568.0
2023-10-18,2.8,21.0,8.5,2.5,320.0,7.7,82.8,994.7,129855.0
2023-10-19,7.0,17.1,3.5,2.2,320.0,10.8,91.3,991.3,98160.0
2023-10-20,6.6,14.7,6.1,8.6,290.0,2.1,55.5,990.1,130660.0
2023-10-21,2.9,14.3,0.0,7.6,290.0,1.1,64.9,994.9,68130.0
2023-10-23,4.4,19.5,0.0,5.4,320.0,7.0,83.1,997.8,175615.0
2023-10-24,3.9,19.5,0.0,6.0,320.0,7.6,83.3,995.4,182720.0
2023-10-25,4.9,21.9,0.0,5.1,110.0,7.5,79.0,993.0,160165.0
2023-10-26,6.3,21.6,10.5,6.3,320.0,10.0,86.9,990.0,100150.0
2023-10-27,5.7,17.8,10.5,5.2,320.0,8.8,85.5,989.6,101410.0
2023-10-28,4.7,18.5,10.5,3.4,320.0,7.3,83.4,993.9,79060.0
2023-10-30,3.4,20.0,10.5,4.4,320.0,6.8,79.4,997.4,120442.0
2023-10-31,3.8,21.5,10.5,7.4,320.0,4.9,74.3,996.7,97310.0
2023-11-01,4.5,19.3,10.5,2.7,140.0,8.5,83.9,994.3,104870.0
2023-11-02,7.9,24.1,10.5,2.9,320.0,10.5,82.3,992.9,122320.0
2023-11-03,6.6,23.8,10.5,5.0,320.0,10.4,77.6,991.4,156168.0
2023-11-04,12.5,19.4,2.3,2.2,290.0,14.0,91.3,996.9,54420.0
2023-11-06,7.3,20.6,38.0,8.8,160.0,10.1,73.4,982.0,146720.0
2023-11-07,1.1,10.9,0.1,9.9,290.0,-1.3,57.6,993.6,124620.0
2023-11-08,-1.4,16.7,0.1,3.0,320.0,0.7,72.3,997.7,98640.0
2023-11-09,0.9,18.1,0.6,3.2,160.0,6.7,82.1,995.1,136424.0
2023-11-10,2.5,14.2,1.0,10.0,290.0,-2.1,51.0,996.6,104690.0
2023-11-11,-2.5,7.7,1.0,6.4,320.0,-5.6,55.5,1001.1,80700.0
2023-11-13,-1.5,7.0,1.0,7.5,290.0,-7.7,47.6,1000.3,122640.0
2023-11-14,-2.6,9.7,1.0,7.3,290.0,-3.5,61.0,1000.1,99900.0
2023-11-15,-3.4,12.8,1.0,6.9,290.0,-1.4,73.1,1001.7,69060.0
2023-11-16,-1.3,6.7,3.2,5.3,320.0,1.8,89.4,994.6,81170.0
2023-11-17,-1.0,7.8,0.5,7.9,320.0,-4.6,59.4,986.4,100702.0
2023-11-18,-4.2,4.2,0.5,9.7,290.0,-7.9,53.9,989.9,28580.0
2023-11-20,-1.7,12.1,0.5,7.3,320.0,-2.3,61.4,997.3,81850.0
2023-11-21,-4.5,14.1,0.5,2.8,320.0,-2.8,68.6,996.2,69404.0
2023-11-22,-4.0,14.6,0.5,3.1,320.0,-0.8,70.1,991.9,42040.0
2023-11-23,3.6,17.3,0.2,9.7,290.0,0.9,59.1,987.3,72865.0
2023-11-24,-2.7,5.1,0.2,9.6,290.0,-10.9,43.3,999.5,51450.0
2023-11-25,-6.2,5.3,0.2,8.5,320.0,-12.1,47.5,1005.1,24980.0
2023-11-27,2.4,7.0,5.4,6.5,160.0,2.9,94.5,989.3,46010.0
2023-11-28,0.9,6.7,0.0,10.7,290.0,-5.0,56.0,993.7,44340.0
2023-11-29,-1.7,5.1,0.4,11.0,290.0,-5.7,60.3,997.3,41730.0
2023-11-30,-6.3,-0.9,0.4,8.9,290.0,-12.6,50.1,1000.2,45715.0
2023-12-01,-5.7,1.2,0.4,8.2,290.0,-12.4,44.9,998.3,18220.0
2023-12-02,-5.3,6.3,0.4,5.7,140.0,-5.3,61.4,998.4,7440.0
2023-12-04,-7.5,8.8,0.4,6.2,290.0,-8.0,58.5,995.9,47915.0
2023-12-05,-5.5,10.9,0.4,2.8,320.0,-4.5,69.3,992.3,40640.0
2023-12-06,-4.4,8.0,1.4,9.1,320.0,-0.9,80.6,985.5,52020.0
2023-12-07,-0.7,10.0,1.4,11.4,320.0,-4.4,55.3,989.4,48172.0
2023-12-08,-3.0,13.7,1.4,3.2,320.0,0.5,79.9,990.8,46439.0
2023-12-09,0.4,16.4,1.4,3.0,320.0,4.9,88.4,993.3,16780.0
2023-12-11,8.5,11.6,38.4,3.0,320.0,8.8,94.5,993.2,69523.0
2023-12-12,0.7,9.3,0.1,4.4,160.0,2.3,80.5,995.5,50398.0
2023-12-13,-1.9,10.9,0.1,3.0,320.0,2.1,87.4,1003.3,96910.0
2023-12-14,4.2,10.3,24.0,2.6,320.0,6.6,95.0,999.1,79540.0
2023-12-15,4.7,8.9,34.5,2.9,160.0,6.9,100.0,987.1,70836.0
2023-12-16,-7.8,5.5,1.0,12.3,290.0,-6.0,74.1,992.2,16475.0
2023-12-18,-12.2,-2.4,1.0,7.4,320.0,-14.6,55.3,1006.5,46580.0
2023-12-19,-8.7,2.6,1.0,5.8,290.0,-8.8,63.1,1001.2,39259.0
2023-12-20,-9.5,-1.5,1.0,8.6,290.0,-11.7,60.6,998.0,59310.0
2023-12-21,-11.7,-6.9,1.0,9.1,290.0,-18.9,47.0,1000.6,45285.0
2023-12-22,-13.2,-6.9,1.0,11.3,290.0,-19.3,46.8,1006.5,8090.0
2023-12-23,-14.2,-0.8,1.0,5.8,290.0,-15.3,58.8,1009.0,2880.0
2023-12-25,-8.8,1.6,0.3,8.1,320.0,-6.1,77.4,1002.0,40488.0
2023-12-26,-0.7,5.1,0.3,8.2,320.0,-3.8,64.0,1002.5,37125.0
2023-12-27,-5.1,7.3,0.3,3.1,320.0,-4.7,74.3,1004.5,67630.0
2023-12-28,-6.8,5.9,0.3,8.0,320.0,-5.8,68.8,1001.6,66330.0
2023-12-29,-6.4,5.9,0.3,7.6,320.0,-4.7,75.5,1000.3,56365.0
2023-12-30,-5.9,3.1,1.7,2.5,320.0,-2.4,88.9,993.0,10400.0
2024-01-03,0.4,4.4,3.1,7.7,290.0,-2.4,72.8,992.5,77190.0
2024-01-08,-11.6,1.3,3.1,9.8,290.0,-14.5,47.5,999.5,121508.0
2024-01-09,-5.5,-1.3,0.9,5.7,160.0,-6.2,78.9,993.8,92806.0
2024-01-10,-5.8,6.6,0.9,4.4,290.0,-3.6,87.0,993.6,102443.0
2024-01-11,-6.1,4.0,0.9,11.0,320.0,-4.2,75.3,991.4,133135.0
2024-01-12,-0.3,6.2,0.9,9.2,290.0,-6.9,50.0,991.3,94430.0
2024-01-13,-6.0,5.4,0.9,7.4,290.0,-11.3,46.5,997.9,46760.0
2024-01-15,-2.9,1.9,3.5,8.6,290.0,-8.9,54.8,999.1,139670.0
2024-01-16,-9.3,4.4,3.5,6.0,320.0,-9.4,65.9,1005.9,109830.0
2024-01-17,-6.8,3.1,4.0,2.8,320.0,-4.2,77.5,1000.5,107632.0
2024-01-18,0.7,6.5,4.3,2.2,320.0,3.1,100.0,997.6,150395.0
2024-01-19,1.5,4.4,4.3,3.2,320.0,0.7,87.4,1003.9,120795.0
2024-01-20,0.0,4.5,5.9,2.8,320.0,1.0,94.1,1000.4,51200.0
2024-01-22,-10.2,2.4,5.9,10.1,320.0,-11.7,64.3,997.7,173775.0
2024-01-23,-12.7,-7.8,5.9,10.0,290.0,-17.9,56.3,996.3,94497.0
2024-01-24,-12.6,-5.3,5.9,7.8,290.0,-16.9,51.8,997.3,69515.0
2024-01-25,-11.5,-1.1,5.9,7.9,290.0,-15.2,47.8,1000.5,132946.0
2024-01-26,-9.8,3.3,5.9,6.9,290.0,-10.6,54.1,1001.5,127844.0
2024-01-27,-5.8,4.9,5.9,7.3,290.0,-7.5,57.3,1000.1,72772.1
2024-01-29,-9.4,5.0,5.9,5.9,290.0,-8.3,66.3,1004.1,176258.0
2024-01-30,-9.0,7.3,5.9,3.0,320.0,-9.0,62.4,1003.2,141807.0
2024-01-31,-3.6,11.9,5.9,6.2,140.0,-5.6,50.4,997.8,155215.0
2024-02-01,-0.9,8.0,5.9,4.7,160.0,-3.9,62.1,999.4,149625.0
2024-02-02,-1.4,6.8,5.9,3.3,320.0,-2.8,71.8,1002.1,126376.5
2024-02-03,-1.9,6.8,1.5,2.6,320.0,-0.1,83.5,1002.7,53375.0
2024-02-04,-0.5,8.5,0.0,2.3,320.0,0.6,82.0,1000.4,510.0
2024-02-05,-0.6,6.5,7.3,3.7,20.0,0.3,86.9,995.6,77957.0
2024-02-06,-1.8,1.6,2.1,4.5,70.0,-0.5,95.1,998.5,59286.0
2024-02-07,-2.1,4.7,2.1,5.9,290.0,-4.1,71.6,996.4,33334.0
2024-02-08,-5.7,5.5,2.1,6.1,320.0,-4.4,75.3,994.9,6705.0
2024-02-13,-4.9,15.3,2.1,4.6,320.0,-1.0,68.5,1000.5,5010.0
2024-02-14,1.9,14.9,2.1,3.0,320.0,4.2,81.4,996.6,5118.0
2024-02-15,0.7,9.6,1.4,9.8,290.0,2.8,89.4,992.5,40042.0
2024-02-16,-3.1,7.1,1.4,2.9,320.0,-3.8,69.6,998.8,10750.0
2024-02-17,-5.2,12.1,1.4,3.1,320.0,-2.6,74.9,996.6,12760.0
2024-02-19,8.5,14.2,25.1,7.4,320.0,10.5,96.3,986.5,51440.0
2024-02-20,3.1,9.8,5.9,7.6,320.0,3.9,91.6,998.3,30000.0
2024-02-21,0.2,3.5,21.1,2.8,160.0,1.7,98.0,997.5,52790.0
2024-02-22,-1.1,1.7,5.4,2.1,180.0,-1.0,92.1,1001.3,43360.0
2024-02-23,-1.3,3.1,0.6,3.1,290.0,-2.7,80.5,1004.6,47842.0
2024-02-24,-3.3,3.2,1.4,3.3,320.0,-3.2,79.4,1003.7,6550.0
2024-02-26,-1.8,8.5,0.0,3.6,140.0,-1.9,77.4,1001.8,102545.0
2024-02-27,-3.4,6.7,0.0,3.2,320.0,-3.7,71.9,1005.4,64210.0
2024-02-28,-3.8,9.1,0.0,2.7,160.0,-2.0,75.3,1003.4,42360.0
2024-02-29,-1.3,5.7,0.0,5.4,140.0,0.6,85.0,996.4,37550.0
2024-03-01,-6.1,4.5,0.0,10.9,290.0,-14.5,39.5,994.3,40335.0
2024-03-02,-9.7,3.9,0.0,5.9,290.0,-12.0,47.4,994.3,9800.0
2024-03-04,2.7,12.0,1.2,8.2,290.0,-1.6,58.4,995.0,80980.0
2024-03-05,3.8,6.4,4.2,2.4,320.0,4.0,94.1,990.3,30700.0
2024-03-06,1.9,9.0,4.2,3.3,320.0,-0.3,71.0,991.3,54650.0
2024-03-07,1.0,5.2,0.7,8.4,320.0,-1.8,73.8,991.4,45830.0
2024-03-08,-0.6,7.1,0.7,9.7,290.0,-7.7,50.3,990.6,50820.0
2024-03-09,-2.9,7.4,0.7,6.4,290.0,-9.6,44.1,997.2,6520.0
2024-03-11,-2.4,10.4,0.7,2.7,320.0,-4.3,58.1,994.9,78590.0
2024-03-12,-1.4,10.6,0.0,4.3,320.0,-0.4,77.1,989.6,74070.0
2024-03-13,-3.9,12.1,0.0,7.4,290.0,-4.5,58.6,994.1,62140.0
